iata,name,city,state,country
NOJ,Noyabrsk Airport,Noyabrsk,Yamalo-Nenets,RU
SGC,Surgut Airport,Surgut,Khanty-Mansia,RU
SVX,Koltsovo Airport,Yekaterinburg,Sverdlovsk,RU
TOX,Tobolsk Airport,Tobolsk,Tyumenskaya,RU
TJM,Roshchino International Airport,Tyumen,Tyumenskaya,RU
KRO,Kurgan Airport,Kurgan,Kurgan,RU
GMV,Monument Valley Airport,Monument Valley,Utah,US
TAZ,Dashoguz Airport,Dashoguz,Daşoguz,TM
DYU,Dushanbe Airport,Dushanbe,Dushanbe,TJ
TJU,Kulob Airport,Kulyab,Khatlon,TJ
LBD,Khudzhand Airport,Khudzhand,Viloyati-Sughd,TJ
KQT,Qurghonteppa International Airport,Kurgan-Tyube,Khatlon,TJ
AZN,Andizhan Airport,Andizhan,Andijon,UZ
FEG,Fergana Airport,Fergana,Fergana,UZ
NMA,Namangan Airport,Namangan,Namangan,UZ
MOK,Muynaq Airport,Muynaq,Karakalpakstan,UZ
NCU,Nukus Airport,Nukus,Karakalpakstan,UZ
UGC,Urgench Airport,Urgench,Xorazm,UZ
NVI,Navoi Airport,Navoi,Navoiy,UZ
KSQ,Karshi Airport,Karshi,Qashqadaryo,UZ
AFS,Sugraly Airport,Zarafshan,Navoiy,UZ
TMJ,Termez Airport,Termez,Surxondaryo,UZ
TAS,Tashkent International Airport,Tashkent,Toshkent-Shahri,UZ
KMW,Kostroma Sokerkino Airport,Kostroma,Kostroma,RU
BKA,Bykovo Airport,Moscow,Moscow-Oblast,RU
KLF,Grabtsevo Airport,Kaluga,Kaluga,RU
RYB,Staroselye Airport,Rybinsk,Jaroslavl,RU
BZK,Bryansk Airport,Bryansk,Brjansk,RU
LNX,Smolensk South Airport,Smolensk,Smolensk,RU
ZIA,Ramenskoye Airport,Zhukovsky,Moscow-Oblast,RU
DME,Domodedovo International Airport,Moscow,Moscow-Oblast,RU
SVO,Sheremetyevo International Airport,Moscow,Moscow-Oblast,RU
KLD,Migalovo Air Base,Tver,Tverskaya,RU
OSF,Ostafyevo International Airport,Moscow,Moscow-Oblast,RU
CKL,Chkalovskiy Airport,Moscow,Moscow-Oblast,RU
EGO,Belgorod International Airport,Belgorod,Belgorod,RU
URS,Kursk East Airport,Kursk,Kursk,RU
LPK,Lipetsk Airport,Lipetsk,Lipetsk,RU
VOZ,Voronezh International Airport,Voronezh,Voronezj,RU
OEL,Oryol Yuzhny Airport,Orel,Orjol,RU
TBW,Donskoye Airport,Tambov,Tambov,RU
RZN,Turlatovo Airport,Ryazan,Rjazan,RU
VKO,Vnukovo International Airport,Moscow,Moscow,RU
UCT,Ukhta Airport,Ukhta,Komi,RU
INA,Inta Airport,Inta,Komi,RU
PEX,Pechora Airport,Pechora,Komi,RU
USK,Usinsk Airport,Usinsk,Komi,RU
VKT,Vorkuta Airport,Vorkuta,Komi,RU
UTS,Ust-Tsylma Airport,Ust-Tsylma,Komi,RU
SCW,Syktyvkar Airport,Syktyvkar,Komi,RU
GOJ,Nizhny Novgorod International Airport,Nizhny Novgorod,Novgorod,RU
UUA,Bugulma Airport,Bugulma,Tatarstan,RU
KZN,Kazan International Airport,Kazan,Tatarstan,RU
NBC,Begishevo Airport,Nizhnekamsk,Tatarstan,RU
JOK,Yoshkar-Ola Airport,Yoshkar-Ola,Mariy-El,RU
CSY,Cheboksary Airport,Cheboksary,Chuvashia,RU
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,Ulyanovsk,RU
ULY,Ulyanovsk East Airport,Ulyanovsk,Ulyanovsk,RU
REN,Orenburg Central Airport,Orenburg,Orenburg,RU
OSW,Orsk Airport,Orsk,Orenburg,RU
PEZ,Penza Airport,Penza,Penza,RU
SKX,Saransk Airport,Saransk,Mordoviya,RU
BWO,Balakovo Airport,Balakovo,Saratov,RU
GSV,Gagarin Airport,Saratov,Saratov,RU
RTW,Saratov Central Airport,Saratov,Saratov,RU
BCX,Beloretsk Airport,Beloretsk,Bashkortostan,RU
NEF,Neftekamsk Airport,Neftekamsk,Bashkortostan,RU
OKT,Oktyabrskiy Airport,Kzyl-Yar,Bashkortostan,RU
UFA,Ufa International Airport,Ufa,Bashkortostan,RU
KUF,Kurumoch International Airport,Samara,Samara,RU
IXU,Aurangabad Airport,Aurangabad,Maharashtra,IN
BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN
BHJ,Bhuj Airport,Bhuj,Gujarat,IN
BDQ,Vadodara Airport,Vadodara,Gujarat,IN
BHO,Bhopal Airport,Bhopal,Madhya Pradesh,IN
BHU,Bhavnagar Airport,Bhavnagar,Gujarat,IN
GUX,Guna Airport,,Madhya Pradesh,IN
HBX,Hubli Airport,Hubli,Karnataka,IN
IDR,Devi Ahilyabai Holkar Airport,Indore,Madhya Pradesh,IN
JGA,Jamnagar Airport,Jamnagar,Gujarat,IN
IXY,Kandla Airport,Kandla,Gujarat,IN
HJR,Khajuraho Airport,Khajuraho,Madhya Pradesh,IN
LTU,Murod Kond Airport,Latur,Maharashtra,IN
NDC,Nanded Airport,Nanded,Maharashtra,IN
NAG,Dr. Babasaheb Ambedkar International Airport,Naqpur,Maharashtra,IN
ISK,Ozar Air Force Station,Nasik,Maharashtra,IN
PNQ,Pune Airport,Pune,Maharashtra,IN
PBD,Porbandar Airport,Porbandar,Gujarat,IN
RAJ,Rajkot Airport,Rajkot,Gujarat,IN
RPR,Raipur Airport,Raipur,Madhya Pradesh,IN
SSE,Solapur Airport,Solapur,Maharashtra,IN
UDR,Maharana Pratap Airport,Udaipur,Rajasthan,IN
CMB,Bandaranaike International Apt Colombo Airport,Colombo,Western Province,LK
ACJ,Anuradhapura Airport,Anuradhapura,North Central Province,LK
BTC,Batticaloa Airport,Batticaloa,Eastern Province,LK
RML,Colombo Int Arpt Ratmalana Airport,Colombo,Western Province,LK
GOY,Amparai Airport,Amparai,Eastern Province,LK
HIM,Minneriya Airport,Hingurakgoda,North Central Province,LK
JAF,Jaffna International Airport,Jaffna,Northern Province,LK
KCT,Koggala Airport,Galle,Southern Province,LK
KTY,Katukurunda Airport,Kalutara,Western Province,LK
GIU,Sigiriya Airport,Sigiriya,Central Province,LK
TRR,China-Bay Airport,Trincomalee,Eastern Province,LK
WRZ,Wirawila Airport,Weerawila,Southern Province,LK
HRI,Mattala Rajapaksa International Airport,Hambantota,Southern Province,LK
KKZ,Kaoh Kong Airport,Kaoh Kong,Koh-Kong,KH
KTI,Kratie Airport,Kratie,Kratie,KH
MWV,Mondulkiri Airport,Sen Monorom,Mondolkiri,KH
RBE,Ratanakiri Airport,Ratanakiri,Ratanakiri,KH
SAI,Siem Reap Angkor International Airport,Siem Reap,Siem-Reap,KH
REP,Angkor International Airport,Siem Reap,Siem-Reap,KH
TNX,Stung Treng Airport,Stung Treng,Stung-Treng,KH
KOS,Sihanoukville International Airport,Sihanukville,Kampot,KH
IXA,Agartala Airport,Agartala,Tripura,IN
AYJ,Maharishi Valmiki International Airport,Ayodhya,Uttar Pradesh,IN
IXB,Bagdogra Airport,Siliguri,West Bengal,IN
RGH,Balurghat Airport,Balurghat,West Bengal,IN
SHL,Shillong Airport,Shillong,Meghalaya,IN
VNS,Lal Bahadur Shastri Airport,Varanasi,Uttar Pradesh,IN
BBI,Biju Patnaik Airport,Bhubaneswar,Odisha,IN
CCU,Netaji Subhash Chandra Bose International Airport,Kolkata,West Bengal,IN
DGH,Deoghar Airport,Deoghar,Jharkhand,IN
GOP,Gorakhpur Airport,Gorakhpur,Uttar Pradesh,IN
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,Assam,IN
IMF,Imphal Airport,Imphal,Manipur,IN
JRG,Jharsuguda Airport,Veer Surendra Sai,Odisha,IN
PYB,Jeypore Airport,Jeypore,Odisha,IN
JRH,Jorhat Airport,Jorhat,Assam,IN
IXS,Silchar Airport,Silchar,Assam,IN
IXN,Khowai Airport,Khowai,Tripura,IN
AJL,Lengpui Airport,Aizawl,Mizoram,IN
IXI,North Lakhimpur Airport,Lilabari,Assam,IN
LDA,Malda Airport,Malda,West Bengal,IN
DIB,Dibrugarh Airport,Dibrugarh,Assam,IN
DMU,Dimapur Airport,Dimapur,Nagaland,IN
IXT,Pasighat Airport,Pasighat,Arunachal Pradesh,IN
PAT,Lok Nayak Jayaprakash Airport,Patna,Bihar,IN
IXR,Birsa Munda Airport,Ranchi,Jharkhand,IN
TEI,Tezu Airport,Tezu,Arunachal Pradesh,IN
VTZ,Vishakhapatnam Airport,Visakhapatnam,Andhra Pradesh,IN
RJH,Shah Mokhdum Airport,Rajshahi,Rajshahi-Division,BD
SPD,Saidpur Airport,Saidpur,Rangpur-Division,BD
TKR,Thakurgaon Airport,Thakurgaon,Rangpur-Division,BD
ZHM,Shamshernagar Airport,Shamshernagar,Sylhet,BD
ZYL,Osmany International Airport,Sylhet,Sylhet,BD
IXD,Allahabad Airport,Allahabad,Uttar Pradesh,IN
ATQ,Sri Guru Ram Dass Jee International Airport Amritsar,Amritsar,Punjab,IN
BKB,Nal Airport,Bikaner,Rajasthan,IN
BEK,Bareilly Air Force Station,,Uttar Pradesh,IN
IXC,Chandigarh Airport,Chandigarh,Chandigarh,IN
DED,Dehradun Airport,Dehradun,Uttar Pradesh,IN
DEL,Indira Gandhi International Airport,New Delhi,Delhi,IN
GWL,Gwalior Airport,Gwalior,Madhya Pradesh,IN
JDH,Jodhpur Airport,Jodhpur,Rajasthan,IN
JAI,Jaipur International Airport,Jaipur,Rajasthan,IN
IXJ,Jammu Airport,Jammu,Jammu and Kashmir,IN
KQH,"Kishangarh Airport, Ajmer",Kishangarh,Rajasthan,IN
IXL,Leh Kushok Bakula Rimpochee Airport,Leh,Ladakh,IN
LKO,Chaudhary Charan Singh International Airport,Lucknow,Uttar Pradesh,IN
PGH,Pantnagar Airport,Pantnagar,Uttar Pradesh,IN
SXR,Sheikh ul Alam Airport,Srinagar,Jammu and Kashmir,IN
AOU,Attopeu Airport,Attopeu,Attapu,LA
LPQ,Luang Phabang International Airport,Luang Phabang,Louangphabang,LA
LXG,Luang Namtha Airport,Luang Namtha,Loungnamtha,LA
ODY,Oudomsay Airport,Oudomsay,Oudomxai,LA
PKZ,Pakse International Airport,Pakse,Champasak,LA
ZBY,Sayaboury Airport,Sayaboury,Xiagnabouli,LA
VNA,Saravane Airport,Saravane,Salavan,LA
THK,Thakhek Airport,Thakhek,Nakhon-Phanom,LA
VTE,Wattay International Airport,Vientiane,Vientiane-Prefecture,LA
XKH,Xieng Khouang Airport,Xieng Khouang,Xiangkhoang,LA
BJH,Bajhang Airport,Bajhang,Far-Western,NP
BHP,Bhojpur Airport,Bhojpur,Eastern Region,NP
BGL,Baglung Airport,Baglung,Western Region,NP
BHR,Bharatpur Airport,Bharatpur,Central Region,NP
BJU,Bajura Airport,Bajura,Far-Western,NP
BIT,Baitadi Airport,Baitadi,Far-Western,NP
BWA,Bhairahawa Airport,Bhairawa,Western Region,NP
BDP,Bhadrapur Airport,Bhadrapur,Eastern Region,NP
DNP,Tulsipur Airport,Dang,Mid-Western,NP
DHI,Dhangarhi Airport,Dhangarhi,Far-Western,NP
DAP,Darchula Airport,Darchula,Far-Western,NP
DOP,Dolpa Airport,Dolpa,Mid-Western,NP
SIH,Silgadi Doti Airport,Silgadi Doti,Far-Western,NP
GKH,Gorkha Airport,Gorkha,Western Region,NP
JUM,Jumla Airport,Jumla,Mid-Western,NP
JKR,Janakpur Airport,Janakpur,Central Region,NP
JMO,Jomsom Airport,Jomsom,Western Region,NP
KTM,Tribhuvan International Airport,Kathmandu,Central Region,NP
LDN,Lamidanda Airport,Lamidanda,Eastern Region,NP
LUA,Lukla Airport,Lukla,Eastern Region,NP
LTG,Langtang Airport,Langtang,Central Region,NP
NGX,Manang Airport,Ngawal,Western Region,NP
MEY,Meghauli Airport,Meghauli,Central Region,NP
XMG,Mahendranagar Airport,Mahendranagar,Far-Western,NP
KEP,Nepalgunj Airport,Nepalgunj,Mid-Western,NP
PKR,Pokhara Airport,Pokhara,Western Region,NP
PPL,Phaplu Airport,Phaplu,Eastern Region,NP
RJB,Rajbiraj Airport,Rajbiraj,Eastern Region,NP
RHP,Ramechhap Airport,Ramechhap,Central Region,NP
RUK,Rukumkot Airport,Rukumkot,Mid-Western,NP
RPA,Rolpa Airport,Rolpa,Mid-Western,NP
RUM,Rumjatar Airport,Rumjatar,Eastern Region,NP
SIF,Simara Airport,Simara,Central Region,NP
SKH,Surkhet Airport,Surkhet,Mid-Western,NP
FEB,Sanfebagar Airport,Sanfebagar,Far-Western,NP
IMK,Simikot Airport,Simikot,Mid-Western,NP
TPJ,Suketar Airport,Taplejung,Eastern Region,NP
TPU,Tikapur Airport,Tikapur,Far-Western,NP
TMI,Tumling Tar Airport,Tumling Tar,Eastern Region,NP
BIR,Biratnagar Airport,Biratnagar,Eastern Region,NP
BEP,Bellary Airport,Bellary,Karnataka,IN
BLR,Bengaluru International Airport,Bangalore,Karnataka,IN
CJB,Coimbatore International Airport,Coimbatore,Tamil Nadu,IN
COK,Cochin International Airport,Cochin,Kerala,IN
CCJ,Calicut International Airport,Calicut,Kerala,IN
GOX,Manohar International Airport,Mopa,Goa,IN
GBI,Kalaburagi,Gulbarga,Karnataka,IN
GOI,Dabolim Airport,Dabolim,Goa,IN
HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN
BPM,Begumpet Airport,Hyderabad,Telangana,IN
CNN,Kannur International Airport,Mattannur,Kerala,IN
IXM,Madurai Airport,Madurai,Tamil Nadu,IN
IXE,Mangalore International Airport,Mangalore,Karnataka,IN
MAA,Chennai International Airport,Chennai,Tamil Nadu,IN
MYQ,Mysore Airport,Mysore,Karnataka,IN
IXZ,Vir Savarkar International Airport,Port Blair,Andaman and Nicobar Islands,IN
RJA,Rajahmundry Airport,Rajahmundry,Andhra Pradesh,IN
TJV,Tanjore Air Force Base,Thanjavur,Tamil Nadu,IN
TIR,Tirupati Airport,Tirupati,Andhra Pradesh,IN
TRZ,Tiruchirapally Civil Airport Airport,Tiruchirappally,Tamil Nadu,IN
TRV,Trivandrum International Airport,Trivandrum,Kerala,IN
WGC,Warangal Airport,Warrangal,Telangana,IN
PBH,Paro Airport,Paro,Paro,BT
HDK,Kulhudhuffushi Airport,Kulhudhuffushi,Haa Alif,MV
NMF,Maafaru International Airport,Maafaru,Noonu,MV
IFU,Ifuru Airport,Ifuru,Raa,MV
LMV,Madivaru Airport,Madivaru,Lhaviyani,MV
DRV,Dharavandhoo Airport,Dharavandhoo,Baa,MV
FVM,Fuvahmulah Airport,Fuvahmulah Island,Gnyaviyani,MV
GAN,Gan International Airport,Gan,Seenu,MV
HAQ,Hanimaadhoo International Airport,Haa Dhaalu,Haa-Dhaalu-Atholhu,MV
KDO,Kadhdhoo Airport,Kadhdhoo,Laamu,MV
MLE,Velana International Airport,Malé,Kaafu,MV
GKK,Kooddoo Airport,Kooddoo,Gaaf Alif,MV
KDM,Kaadedhdhoo Airport,Huvadhu Atoll,Gaaf Dhaalu,MV
DDD,Kudahuvadhoo Dhaalu Airport,Dhaalu Atoll,Gaaf Dhaalu,MV
VAM,Villa International Airport,Maamigili,Alif Dhaalu,MV
KDT,Kamphaeng Saen Airport,Nakhon Pathom,Nakhon-Pathom,TH
BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH
UTP,U-Tapao International Airport,Rayong,Rayong,TH
CNX,Chiang Mai International Airport,Chiang Mai,Chiang-Mai,TH
PYY,Mae Hong Son Airport,Mae Hong Son,Mae-Hong-Son,TH
PRH,Phrae Airport,,Phrae,TH
CEI,Chiang Rai International Airport,Chiang Rai,Chiang-Rai,TH
BAO,Udorn Air Base,Ban Mak Khaen,Changwat-Udon-Thani,TH
HHQ,Hua Hin Airport,Hua Hin,Phetchaburi,TH
MAQ,Mae Sot Airport,,Tak,TH
THS,Sukhothai Airport,,Sukhothai,TH
PHS,Phitsanulok Airport,,Phitsanulok,TH
UTR,Uttaradit Airport,Uttaradit,Uttaradit,TH
URT,Surat Thani Airport,Surat Thani,Surat-Thani,TH
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Nakhon-Si-Thammarat,TH
KBV,Krabi Airport,Krabi,Krabi,TH
USM,Samui Airport,Na Thon (Ko Samui Island),Nakhon-Si-Thammarat,TH
HKT,Phuket International Airport,Phuket,Phuket,TH
HDY,Hat Yai International Airport,Hat Yai,Songkhla,TH
UTH,Udon Thani Airport,Udon Thani,Changwat-Udon-Thani,TH
KKC,Khon Kaen Airport,Khon Kaen,Khon-Kaen,TH
BFV,Buri Ram Airport,,Buriram,TH
NAK,Nakhon Ratchasima Airport,,Nakhon-Ratchasima,TH
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,Changwat-Ubon-Ratchathani,TH
BMV,Buon Ma Thuot Airport,Buon Ma Thuot,Ha-Nội,VN
HPH,Cat Bi International Airport,Haiphong,Hải-Phong,VN
CAH,Ca Mau Airport,Ca Mau City,Cần-Thơ,VN
CXR,Cam Ranh Airport,Nha Trang,Khanh-Hoa,VN
VCS,Co Ong Airport,Con Ong,Ba-Rịa-Vung-Tau,VN
VCA,Tra Noc Airport,Can Tho,Lao-Cai,VN
DIN,Dien Bien Phu Airport,Dien Bien Phu,Lai-Chau,VN
VDH,Dong Hoi Airport,Dong Hoi,Yen-Bai,VN
DLI,Lien Khuong Airport,Dalat,Lam-Dồng,VN
DAD,Da Nang International Airport,Da Nang,Da-Nẵng,VN
HAN,Noi Bai International Airport,Hanoi,Ha-Nội,VN
SQH,Na-San Airport,Son-La,Sơn-La,VN
NHA,Nha Trang Air Base,Nha Trang,Khanh-Hoa,VN
HUI,Phu Bai Airport,Hue,Bắc-Ninh,VN
UIH,Phu Cat Airport,Quy Nohn,Khanh-Hoa,VN
PQC,Phu Quoc Airport,Duong Dong,Binh-Thuận,VN
PHA,Phan Rang Airport,Phan Rang,Tuyen-Quang,VN
PHH,Phan Thiet Airport,Phan Thiet,Binh-Thuận,VN
VKG,Rach Gia Airport,Rach Gia,Binh-Thuận,VN
TBB,Dong Tac Airport,Tuy Hoa,Vinh-Long,VN
SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Ho-Chi-Minh-City,VN
VDO,Van Don International Airport,Vân Đồn,Quảng Ninh,VN
VII,Vinh Airport,Vinh,Nghệ-An,VN
VTG,Vung Tau Airport,Vung Tau,Ba-Rịa-Vung-Tau,VN
VBA,Ann Airport,Aeng,Rakhine,MM
NYU,Bagan Airport,Nyaung U,Mandalay,MM
BMO,Banmaw Airport,Banmaw,Kachin,MM
VBP,Bokpyinn Airport,Bokpyinn,Tanintharyi,MM
VBC,Chanmyathazi Airport,Mandalay,Mandalay,MM
TVY,Dawei Airport,Dawei,Tanintharyi,MM
NYT,Naypyidaw Airport,Pyinmana,Mandalay,MM
GAW,Gangaw Airport,Gangaw,Magway,MM
GWA,Gwa Airport,Gwa,Rakhine,MM
HEH,Heho Airport,Heho,Shan,MM
HOX,Hommalinn Airport,Hommalinn,Sagain,MM
TIO,Tilin Airport,Tilin,Magway,MM
KET,Kengtung Airport,Kengtung,Shan,MM
KHM,Kanti Airport,Kanti,Sagain,MM
KMV,Kalay Airport,Kalemyo,Sagain,MM
KYP,Kyaukpyu Airport,Kyaukpyu,Rakhine,MM
KAW,Kawthoung Airport,Kawthoung,Tanintharyi,MM
KYT,Kyauktu Airport,Kyauktu,Magway,MM
LIW,Loikaw Airport,Loikaw,Kayah,MM
LSH,Lashio Airport,Lashio,Shan,MM
MDL,Mandalay International Airport,Mandalay,Mandalay,MM
MGZ,Myeik Airport,Mkeik,Tanintharyi,MM
MYT,Myitkyina Airport,Myitkyina,Kachin,MM
MNU,Mawlamyine Airport,Mawlamyine,Mon,MM
MGU,Manaung Airport,Manaung,Rakhine,MM
MOG,Mong Hsat Airport,Mong Hsat,Shan,MM
MGK,Mong Tong Airport,Mong Tong,Shan,MM
MWQ,Magway Airport,Magway,Magway,MM
NYW,Monywar Airport,Monywar,Sagain,MM
NMS,Namsang Airport,Namsang,Shan,MM
NMT,Namtu Airport,Namtu,Shan,MM
PAA,Hpa-N Airport,Hpa-N,Kayin,MM
PAU,Pauk Airport,Pauk,Magway,MM
BSX,Pathein Airport,Pathein,Ayeyarwady,MM
PPU,Hpapun Airport,Pa Pun,Kayin,MM
PBU,Putao Airport,Putao,Kachin,MM
PKK,Pakhokku Airport,Pakhokku,Magway,MM
PRU,Pyay Airport,Pye,Bago,MM
AKY,Sittwe Airport,Sittwe,Rakhine,MM
SNW,Thandwe Airport,Thandwe,Rakhine,MM
THL,Tachileik Airport,Tachileik,Shan,MM
XYE,Ye Airport,Ye,Mon,MM
RGN,Yangon International Airport,Yangon,Yangon,MM
BIK,Frans Kaisiepo Airport,Biak-Supiori Island,Papua,ID
ONI,Moanamani Airport,Moanamani-Papua Island,Papua,ID
FOO,Kornasoren Airfield,Kornasoren-Numfoor Island,Papua,ID
WET,Wagethe Airport,Wagethe-Papua Island,Papua,ID
NBX,Nabire Airport,Nabire-Papua Island,Papua,ID
ILA,Illaga Airport,Illaga-Papua Island,Papua,ID
ZRI,Serui Airport,Serui-Japen Island,Papua,ID
TIM,Moses Kilangin Airport,Timika-Papua Island,Papua,ID
EWI,Enarotali Airport,Enarotali-Papua Island,Papua,ID
AMI,Selaparang Airport,Mataram-Lombok Island,West Nusa Tenggara,ID
BMU,Muhammad Salahuddin Airport,Bima-Sumbawa Island,West Nusa Tenggara,ID
DPS,Ngurah Rai (Bali) International Airport,Denpasar-Bali Island,Bali,ID
LOP,Bandara International Lombok Airport,Mataram,West Nusa Tenggara,ID
SWQ,Sumbawa Besar Airport,Sumbawa Island,West Nusa Tenggara,ID
TMC,Tambolaka Airport,Waikabubak-Sumba Island,East Nusa Tenggara,ID
WGP,Waingapu Airport,Waingapu-Sumba Island,East Nusa Tenggara,ID
YIA,Yogyakarta International Airport,Yogyakarta-Java Island,Yogyakarta,ID
ARJ,Arso Airport,Arso-Papua Island,Papua,ID
ZRM,Sarmi Airport,Sarmi-Papua Island,Papua,ID
DJJ,Sentani Airport,Jayapura-Papua Island,Papua,ID
LHI,Lereh Airport,Lereh-Papua Island,Papua,ID
LII,Mulia Airport,Mulia-Papua Island,Papua,ID
OKL,Oksibil Airport,Oksibil-Papua Island,Papua,ID
WAR,Waris Airport,Waris-Papua Island,Papua,ID
SEH,Senggeh Airport,Senggeh-Papua Island,Papua,ID
UBR,Ubrub Airport,Ubrub-Papua Island,Papua,ID
WMX,Wamena Airport,Wamena-Papua Island,Papua,ID
MDP,Mindiptana Airport,Mindiptana-Papua Island,Papua,ID
BXD,Bade Airport,Bade-Papua Island,Papua,ID
MKQ,Mopah Airport,Merauke-Papua Island,Papua,ID
OKQ,Okaba Airport,Okaba-Papua Island,Papua,ID
KEI,Kepi Airport,Kepi-Papua Island,Papua,ID
TMH,Tanah Merah Airport,Tanah Merah-Papua Island,Papua,ID
TJS,Tanjung Harapan Airport,Tanjung Selor-Borneo Island,East Kalimantan,ID
DTD,Datadawai Airport,Datadawai-Borneo Island,East Kalimantan,ID
BEJ,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,East Kalimantan,ID
BPN,Sepinggan International Airport,Balikpapan-Borneo Island,East Kalimantan,ID
TRK,Juwata Airport,Tarakan Island,East Kalimantan,ID
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda-Borneo Island,East Kalimantan,ID
TSX,Tanjung Santan Airport,Santan-Borneo Island,East Kalimantan,ID
BYQ,Bunyu Airport,Bunju Island,North Kalimantan,ID
GLX,Gamarmalamo Airport,Galela-Celebes Island,North Maluku,ID
GTO,Jalaluddin Airport,Gorontalo-Celebes Island,Gorontalo,ID
NAH,Naha Airport,Tahuna-Sangihe Island,North Sulawesi,ID
GEB,Gebe Airport,Gebe Island,Maluku,ID
KAZ,Kao Airport,Kao-Celebes Island,North Maluku,ID
PLW,Mutiara Airport,Palu-Celebes Island,Central Sulawesi,ID
MDC,Sam Ratulangi Airport,Manado-Celebes Island,North Sulawesi,ID
MNA,Melangguane Airport,Karakelong Island,North Sulawesi,ID
PSJ,Kasiguncu Airport,Poso-Celebes Island,Central Sulawesi,ID
OTI,Pitu Airport,Gotalalamo-Morotai Island,Maluku,ID
TTE,Sultan Khairun Babullah Airport,Sango-Ternate Island,North Maluku,ID
LUW,Bubung Airport,Luwok-Celebes Island,Central Sulawesi,ID
UOL,Buol Airport,Buol-Celebes Island,Central Sulawesi,ID
BTW,Batu Licin Airport,Batu Licin-Borneo Island,South Kalimantan,ID
PKN,Iskandar Airport,Pangkalanbun-Borneo Island,Central Kalimantan,ID
KBU,Stagen Airport,Laut Island,South Kalimantan,ID
TJG,Warukin Airport,Tanta-Tabalong-Borneo Island,South Kalimantan,ID
BDJ,Syamsudin Noor Airport,Banjarmasin-Borneo Island,South Kalimantan,ID
PKY,Tjilik Riwut Airport,Palangkaraya-Kalimantan Tengah,Central Kalimantan,ID
SMQ,Sampit(Hasan) Airport,Sampit-Borneo Island,Central Kalimantan,ID
AHI,Amahai Airport,Amahai-Seram Island,Maluku,ID
NDA,Banda Airport Kepulauan,Banda Island,Aceh,ID
DOB,Dobo Airport,Dobo-Kobror Island,Maluku,ID
MAL,Mangole Airport Falabisahaya,Mangole Island,North Maluku,ID
NRE,Namrole Airport,Namrole-Buru Island,Maluku,ID
LAH,Oesman Sadik Airport Labuha,Labuha-Halmahera Island,North Maluku,ID
SXK,Saumlaki Airport,Saumlaki-Yamdena Island,Maluku,ID
BJK,Nangasuri Airport,Maikoor Island,Maluku,ID
LUV,Dumatumbun Airport,Langgur-Seram Island,Maluku,ID
SQN,Emalamo Sanana Airport,Sanana-Seram Island,North Maluku,ID
AMQ,Pattimura Airport Ambon,Ambon,Maluku,ID
NAM,Namlea Airport,Namlea-Buru Island,Maluku,ID
TAX,Taliabu Island Airport,Tikong-Taliabu Island,North Maluku,ID
WBA,WahaiSeram Island,Seram Island,Maluku,ID
MLG,Abdul Rachman Saleh Airport,Malang-Java Island,East Java,ID
CPF,Cepu Airport,Tjepu-Java Island,Central Java,ID
JOG,Adi Sutjipto International Airport,Yogyakarta-Java Island,Yogyakarta,ID
SOC,Adi Sumarmo Wiryokusumo Airport,Sukarata(Solo)-Java Island,Central Java,ID
SUB,Juanda International Airport,Surabaya,East Java,ID
SRG,Achmad Yani Airport,Semarang-Java Island,Central Java,ID
SUP,Trunojoyo Airport,Sumenep-Madura Island,East Java,ID
NTI,Stenkol Airport,Bintuni-Papua Island,Papua,ID
RSK,Abresso Airport,Ransiki-Papua Island,Papua,ID
KEQ,Kebar Airport,Kebar-Papua Island,Papua,ID
INX,Inanwatan Airport,Inanwatan Airport-Papua Island,Papua,ID
RDE,Merdei Airport,Merdei-Papua Island,Papua,ID
BXB,Babo Airport,Babo-Papua Island,West Papua,ID
MKW,Rendani Airport,Manokwari-Papua Island,West Papua,ID
SOQ,Sorong (Jefman) Airport,Sorong-Papua Island,West Papua,ID
TXM,Teminabuan Airport,Atinjoe-Papua Island,Papua,ID
BJW,Soa Airport,Bajawa,East Nusa Tenggara,ID
MOF,Maumere(Wai Oti) Airport,Maumere-Flores Island,East Nusa Tenggara,ID
ENE,Ende (H Hasan Aroeboesman) Airport,Ende-Flores Island,East Nusa Tenggara,ID
RTG,Satar Tacik Airport,Satar Tacik-Flores Island,East Nusa Tenggara,ID
ARD,Mali Airport,Alor Island,East Nusa Tenggara,ID
LBJ,Komodo (Mutiara II) Airport,Labuan Bajo-Flores Island,East Nusa Tenggara,ID
KOE,El Tari Airport,Kupang-Timor Island,East Nusa Tenggara,ID
BUW,Betoambari Airport,Bau Bau-Butung Island,Southeast Sulawesi,ID
